,ZIP,2021_Median_Household_Income,2026_Median_Household_Income,2021_Average_Household_Income,2026_Average_Household_Income,2021-2026_Population:_Compound_Annual_Growth_Rate
18173,56168,67239,73291,80207,88925,-0.12
18174,56169,78220,85767,96391,108433,0.1
18175,56170,65283,72993,81678,90164,-0.31
18176,56171,60154,67963,76195,85599,0.02
18177,56172,56517,59858,69939,76236,-0.42
18178,56173,63961,69299,78433,84841,0.53
18179,56174,60263,65035,72103,78923,-0.36
18180,56175,55148,61067,65834,73559,-0.03
18181,56176,59742,66520,77105,87132,-0.78
18182,56178,55517,60582,71420,78689,-0.08
18183,56180,58431,66651,73522,82562,-0.44
18184,56181,57702,64976,75197,84007,-0.16
18185,56183,58090,64259,70145,78061,-0.58
18186,56185,67406,74325,86779,95841,-0.07
18187,56186,66863,76125,87561,97009,-0.67
18188,56187,54329,57745,65345,71010,0.2
18189,56201,54859,57758,69385,75368,0.29
18190,56207,75756,81589,88878,99948,0.0
18191,56208,45592,47628,62601,66711,-0.09
18192,56209,66156,74122,81401,90616,0.44
18193,56210,41302,41302,53571,53571,0.0
18194,56211,64900,73813,76727,85846,-0.6
18195,56212,51340,56093,68066,75815,-0.53
18196,56214,57562,61643,73228,80623,-0.67
18197,56215,53490,57901,74768,82372,-0.11
18198,56216,73166,79750,82723,93671,0.07
18199,56218,61291,65983,76839,83560,-0.58
18200,56219,47723,51324,63851,69830,-0.38
18201,56220,55256,60113,67515,74638,-0.63
18202,56221,60993,72930,74479,85112,-0.03
18203,56222,62639,69997,74762,83093,-0.02
18204,56223,57891,62261,73447,81194,-0.19
18205,56224,71838,77555,88623,96618,-0.12
18206,56225,64114,75283,78112,88013,-0.49
18207,56226,76924,81879,88108,96364,-0.14
18208,56227,65030,75544,79796,89148,-0.48
18209,56228,56860,63916,76654,85995,0.02
18210,56229,65198,78674,83544,94455,0.04
18211,56230,66696,72488,83268,90377,-0.23
18212,56231,79161,84081,89251,98250,-0.34
18213,56232,55831,59073,70372,76434,-0.54
18214,56235,64880,71697,80936,90401,-0.03
18215,56236,74463,80507,87748,97480,-0.58
18216,56237,52432,58858,68185,77213,-0.41
18217,56239,78750,84187,94881,104957,0.0
18218,56240,58298,60020,71675,75551,-0.56
18219,56241,60668,62494,72846,77827,-0.42
18220,56243,60601,66183,74585,82663,0.39
18221,56244,66614,75238,89290,100157,-0.03
18222,56245,69157,73073,82253,88384,0.0
18223,56248,53763,61218,76939,85484,0.0
18224,56249,42784,42784,63603,65836,0.07
18225,56251,68236,75951,88292,98082,0.13
18226,56252,54528,58745,66945,74162,-0.2
18227,56253,73299,78466,90648,100489,0.21
18228,56255,60120,64562,72745,79709,-0.57
18229,56256,52256,54519,68692,74490,-0.56
18230,56257,53928,58909,71354,78903,-0.58
18231,56258,58290,62780,73729,79881,0.22
18232,56260,61553,66242,74728,81972,-0.35
18233,56262,57632,64743,77455,86659,0.05
18234,56263,62132,66013,74186,81419,-0.57
18235,56264,67478,73036,77350,85302,-0.05
18236,56265,55584,58860,73139,79181,-0.24
18237,56266,57918,62825,71400,79152,-0.5
18238,56267,61141,65817,82045,88511,0.18
18239,56270,56041,60459,73198,80974,-0.79
18240,56271,62707,68746,79504,87461,-0.17
18241,56273,68361,76254,85569,93972,0.55
18242,56274,53297,62557,76428,85754,-0.12
18243,56276,61078,69354,76749,85879,-0.46
18244,56277,57383,59590,75185,80958,-0.71
18245,56278,51783,54168,61749,67064,-0.44
18246,56279,77887,82523,92025,102270,0.62
18247,56280,75730,82096,98211,108236,-0.64
18248,56281,69640,74757,92240,102119,0.52
18249,56282,67098,76258,77237,86969,0.35
18250,56283,54385,55807,68411,72791,-0.51
18251,56284,58109,60393,69918,75792,-0.69
18252,56285,61870,66633,75932,82686,-0.71
18253,56287,59840,62752,74324,80924,-0.77
18254,56288,80761,87658,98639,109342,0.56
18255,56289,66788,76638,82957,92980,0.26
18256,56291,65247,69622,78647,86659,-0.36
18257,56292,59685,65853,72029,80263,-0.68
18258,56293,60797,68379,74111,81719,-0.27
18259,56294,70158,79008,84333,93297,-0.49
18260,56295,57397,64375,77269,86782,0.06
18261,56296,50227,53457,71787,77970,-0.45
18262,56297,56817,60541,70886,77769,-0.23
18263,56301,56208,60587,74206,81775,1.08
18264,56303,56198,61598,70967,79558,0.91
18265,56304,51726,54961,69061,76326,0.62
18266,56307,75294,82086,85640,96764,1.12
18267,56308,66788,71761,84718,91698,0.9
18268,56309,59469,63687,79709,86802,0.53
18269,56310,80724,88102,92207,103543,0.92
18270,56311,65313,72101,87608,96068,0.32
18271,56312,61006,70014,78691,90301,0.82
18272,56313,70588,79906,86753,100661,0.85
18273,56314,66632,74150,80838,89288,0.49
18274,56315,73605,83224,85628,98188,0.89
18275,56316,59808,67059,79054,90526,0.78
18276,56318,65585,73917,75270,83066,0.45
18277,56319,68405,73278,82103,88652,1.06
18278,56320,76833,83249,89446,101067,1.0
18279,56321,125000,125000,113434,124995,0.02
18280,56323,59796,65101,78755,87054,-0.29
18281,56324,75515,81857,86356,96276,0.31
18282,56325,72379,77387,96993,110655,0.58
18283,56326,64667,75000,77934,87896,0.83
18284,56327,73974,80947,89054,98932,0.48
18285,56328,61102,65549,76294,81132,0.0
18286,56329,74791,78719,84107,93103,0.86
18287,56330,67187,73013,79633,87975,0.42
18288,56331,73350,79048,86158,96621,1.09
18289,56332,71357,81360,89160,99419,1.17
18290,56333,104773,104773,117222,104696,0.93
18291,56334,63026,67140,77163,83173,0.53
18292,56335,67346,72709,79062,89152,1.17
18293,56336,60006,66030,77006,85562,0.23
18294,56338,63732,71092,76926,85334,0.42
18295,56339,53786,57181,69203,76103,0.78
18296,56340,70394,77381,83660,93656,0.89
18297,56342,46448,51054,62015,68788,0.33
18298,56343,74030,81703,91199,102718,0.6
18299,56345,54260,56927,70778,76384,0.32
18300,56347,52941,55604,65081,70786,0.38
18301,56349,74173,79989,90264,99373,1.11
18302,56350,55948,59862,69113,75926,0.18
18303,56352,65242,75162,78439,90238,0.62
18304,56353,58815,63975,75767,85209,0.46
18305,56354,72981,80222,82361,93198,0.95
18306,56355,64812,68526,72123,78617,0.52
18307,56356,66070,70572,76671,85490,1.35
18308,56357,72827,78397,86445,96758,0.51
18309,56358,63757,68500,77617,84766,0.33
18310,56359,44839,50028,64032,72244,0.4
18311,56360,58040,63819,72116,80660,0.57
18312,56361,57372,62842,67401,75378,0.59
18313,56362,63788,71185,81290,92554,0.61
18314,56363,66667,75000,96174,103150,0.82
18315,56364,61628,67062,77911,85862,0.39
18316,56367,78844,85468,93365,105201,0.98
18317,56368,71154,78361,84525,95217,1.07
18318,56369,81972,91775,95956,109040,0.63
18319,56371,69231,76009,80419,90921,1.23
18320,56373,65027,68593,79045,85175,0.47
18321,56374,72111,78003,84184,94396,0.97
18322,56375,93327,98331,116961,129899,0.9
18323,56376,73446,80273,87012,99338,1.12
18324,56377,79616,84391,98127,108114,1.27
18325,56378,61436,67730,78939,88730,0.8
18326,56379,56720,63133,73641,82644,0.89
18327,56381,60791,65835,77525,84933,0.75
18328,56382,61589,69060,72484,80498,0.27
18329,56384,70649,77454,78730,87247,0.74
18330,56385,52701,57625,72274,80429,0.65
18331,56386,48452,53548,65970,76552,0.55
18332,56387,44065,49045,58225,64941,0.73
18333,56389,76164,81715,105980,113850,0.94
18334,56401,56617,59547,72851,79395,0.58
18335,56425,68428,75439,81906,89950,0.98
18336,56431,52178,54777,65488,71617,-0.07
18337,56433,56871,64880,74081,83115,1.2
18338,56434,56728,61975,72772,80631,0.26
18339,56435,51785,55946,64952,72707,1.19
18340,56437,54559,58198,65018,71053,0.63
18341,56438,57692,61058,71942,78456,0.49
18342,56440,53749,56435,62067,67814,0.67
18343,56441,51288,55268,66104,73358,0.78
18344,56442,62475,68042,88604,96915,1.19
18345,56443,56924,62306,74580,82690,0.49
18346,56444,61820,68711,78104,87239,0.64
18347,56446,49150,51934,61411,67336,0.33
18348,56447,54090,60103,72012,82900,1.25
18349,56448,53535,58947,74833,84754,1.32
18350,56449,72884,78238,85894,94254,0.84
18351,56450,53428,58611,68447,77130,0.44
18352,56452,56094,60607,70718,77897,0.75
18353,56453,53402,57008,70433,77798,0.78
18354,56455,57562,62168,65963,73311,0.43
18355,56458,71387,79609,84514,93396,0.35
18356,56461,62459,68490,78013,85419,1.17
18357,56464,52656,56986,64736,72038,0.65
18358,56465,61016,67380,81769,91366,0.86
18359,56466,51753,55426,66105,73540,0.93
18360,56467,58088,63527,75475,83137,0.69
18361,56468,72115,78650,93680,103284,0.88
18362,56469,54635,58095,69436,75990,0.5
18363,56470,54406,58007,71225,77792,0.75
18364,56472,59759,63524,78182,85697,1.16
18365,56473,65569,70300,82988,90993,1.13
18366,56474,51849,56035,66308,74215,1.07
18367,56475,56010,60832,71142,78821,0.38
18368,56477,56295,61968,69791,77925,0.37
18369,56479,45721,47376,61969,66984,0.48
18370,56481,52620,57080,68084,75570,0.35
18371,56482,46006,48495,60976,65980,0.27
18372,56484,54623,59120,74651,82797,1.42
18373,56501,59157,62069,78500,84282,0.87
18374,56510,55283,58764,74396,81280,-0.05
18375,56511,70633,77283,87260,96689,1.0
18376,56514,79015,85270,86944,97324,1.32
18377,56515,61531,69173,78988,88254,0.47
18378,56516,54322,60178,71225,80828,0.23
18379,56517,57254,65854,72624,83621,0.53
18380,56518,62093,67527,77459,85783,0.72
18381,56519,66226,72631,88292,98585,0.33
18382,56520,53133,56109,67459,74071,-0.57
18383,56521,59885,66246,74404,81680,0.96
18384,56522,78131,83369,89237,99350,-0.71
18385,56523,63765,74052,79677,90480,0.37
18386,56524,58395,64731,74355,83443,0.69
18387,56525,77690,85792,92975,103278,0.5
18388,56527,50360,54742,66499,74574,0.25
18389,56528,65211,72368,87128,96546,0.58
18390,56529,64205,77750,78500,90519,1.7
18391,56531,54125,56582,68922,74882,0.31
18392,56533,68029,76724,84173,93456,-0.16
18393,56534,76041,81506,89458,98927,0.15
18394,56535,52853,59831,68403,77830,0.41
18395,56536,77443,84281,119268,134095,0.77
18396,56537,58241,61967,77315,83609,0.32
18397,56540,60169,72165,77076,89090,0.55
18398,56542,49944,53982,64725,72741,0.02
18399,56543,76554,82101,88255,98662,-0.82
18400,56544,62982,69687,78374,86746,0.86
18401,56545,59812,63541,79223,85892,-0.06
18402,56546,90251,100735,110764,125049,1.05
18403,56547,78818,87149,101555,116194,1.11
18404,56548,51792,54672,67635,74287,-0.12
18405,56549,83558,92921,99620,113574,1.42
18406,56550,51743,56958,67326,74852,-0.11
18407,56551,54503,57692,69176,76258,0.42
18408,56552,84804,93097,107957,121361,1.32
18409,56553,70748,77968,89231,98963,-0.63
18410,56554,75353,80836,93395,102538,1.03
18411,56556,49856,55937,68336,79338,0.44
18412,56557,43163,46655,57691,63450,0.32
18413,56560,61675,67130,77310,85889,1.28
18414,56563,0,0,0,0,0.63
18415,56565,75935,81327,88308,97300,-0.8
18416,56566,50297,54450,62283,69409,0.32
18417,56567,56689,62013,70840,78854,0.45
18418,56568,56197,60127,70438,80506,0.5
18419,56569,50505,53989,64785,71308,0.87
18420,56570,58919,62979,75816,83229,0.82
18421,56571,62266,70678,81131,90561,0.87
18422,56572,65464,71979,83179,91449,0.37
18423,56573,60062,65413,80847,89286,0.9
18424,56574,54000,59480,68036,75913,-0.18
18425,56575,43439,47375,58309,63396,0.66
18426,56576,64649,72199,84208,93667,0.73
18427,56578,69185,75776,83884,91806,0.74
18428,56579,69820,76463,84119,92660,-0.35
18429,56580,84978,89618,100382,109806,2.4
18430,56581,51648,54596,67654,74049,-0.15
18431,56583,75000,81191,97993,106169,-0.63
18432,56584,56487,59164,66193,71741,0.21
18433,56585,58973,67927,75291,86686,1.25
18434,56586,70566,78602,81531,91163,0.38
18435,56587,63983,70402,84123,92477,0.64
18436,56588,57707,63303,73835,82526,0.78
18437,56589,50477,53221,63828,69555,0.4
18438,56590,56932,61262,78749,85526,0.39
18439,56591,43533,48390,62941,68336,0.65
18440,56592,62193,71345,85631,97229,0.57
18441,56593,59164,59164,63060,73641,1.22
18442,56594,79607,83761,97264,105759,-0.67
18443,56601,55578,60170,71120,77942,0.87
18444,56621,50593,53599,64674,70690,0.38
18445,56623,48983,52392,59341,65012,0.04
18446,56626,39391,39858,48911,52018,1.82
18447,56627,38322,42981,52495,59244,-0.11
18448,56628,48966,54174,66466,76502,0.19
18449,56629,87500,87500,87500,87500,0.0
18450,56630,50543,54100,60976,68836,0.17
18451,56633,49836,50813,60766,66169,1.05
18452,56634,49492,53247,63610,69823,-0.04
18453,56636,54738,59821,67044,75066,0.4
18454,56637,47754,51515,71325,81986,0.53
18455,56639,39167,45019,52185,59805,-0.19
18456,56641,48327,51206,61747,68779,1.33
18457,56644,52881,58171,66954,75629,0.07
18458,56646,53331,60851,66281,77394,0.12
18459,56647,59264,61609,76038,84377,1.14
18460,56649,53141,56684,66640,72856,-0.56
18461,56650,55088,63737,66753,77209,1.22
18462,56651,56614,63093,72500,81574,0.15
18463,56652,62531,67858,75662,82744,0.04
18464,56653,54756,57578,62129,67961,-0.45
18465,56654,60084,75000,69056,76859,-0.43
18466,56655,53068,55497,68967,74687,1.39
18467,56657,54482,60710,70989,81170,0.36
18468,56658,30913,56250,40833,59161,0.0
18469,56659,53179,55908,64511,73227,0.13
18470,56660,37945,40719,51797,58544,-0.09
18471,56661,45871,52392,55491,63120,0.24
18472,56662,49164,51713,65572,71629,0.62
18473,56663,56724,55695,70662,77072,1.0
18474,56666,32279,35394,45592,50800,0.77
18475,56667,65149,72006,82688,92273,1.25
18476,56668,63375,76118,83663,93677,-0.19
18477,56669,52603,58121,61353,70825,-0.37
18478,56670,37392,38805,46087,49748,0.72
18479,56671,41145,45941,50813,58093,0.72
18480,56672,51760,54662,66001,72532,0.77
18481,56673,62474,66101,72996,79719,0.22
18482,56676,62502,68618,77098,85520,0.85
18483,56678,65422,72186,77547,86150,0.62
18484,56680,52500,54704,71695,80241,0.46
18485,56681,53875,53324,68862,76602,-0.07
18486,56683,60512,62630,77075,85434,1.06
18487,56684,55863,62148,68082,78453,0.11
18488,56685,57777,66893,68599,79581,1.45
18489,56686,60506,65479,72470,79412,-0.12
18490,56688,50469,56938,59776,68259,0.46
18491,56701,58554,62554,72123,78478,0.39
18492,56710,59646,62453,74356,80759,0.21
18493,56711,64437,69374,69625,76411,-0.71
18494,56713,71819,79474,79846,89255,-0.04
18495,56714,63539,68641,73452,80356,0.03
18496,56715,55863,62717,68871,75132,0.1
18497,56716,57993,64747,76134,85305,0.06
18498,56720,66667,77128,77028,86478,-0.47
18499,56721,63173,69349,76251,84605,0.34
18500,56722,76223,85209,94718,106863,0.6
18501,56723,84332,93393,97906,109684,0.18
18502,56724,56960,60034,74862,80841,-0.13
18503,56725,67446,75130,81230,90459,0.25
18504,56726,62616,67887,74882,81751,0.01
18505,56727,58194,65015,73144,81863,0.48
18506,56728,65613,70679,83587,91637,-0.42
18507,56729,55946,59065,71774,78993,-0.35
18508,56731,68386,75000,76795,85032,-0.31
18509,56732,48856,51397,59884,65303,-0.59
18510,56733,62648,67105,77320,83819,-0.48
18511,56734,52191,54694,60911,66348,0.28
18512,56735,62484,66286,73766,80352,-0.17
18513,56736,62287,73264,77650,89471,0.67
18514,56737,47192,49417,62413,66469,0.07
18515,56738,66613,73296,77914,85285,-0.11
18516,56740,62500,62500,62500,62500,0.0
18517,56741,56105,75000,70209,75447,0.0
18518,56742,59943,66790,72272,79163,0.09
18519,56744,61808,65607,82911,91053,-0.11
18520,56748,68020,74338,80463,87124,0.06
18521,56750,60725,67534,71702,78347,-0.1
18522,56751,66014,71548,81467,88641,0.08
18523,56754,83001,86869,91824,101319,0.71
18524,56755,69549,70832,76794,83775,-0.18
18525,56756,59708,63695,73301,79401,0.03
18526,56757,61507,66791,71639,78313,0.26
18527,56758,57741,61575,68090,74582,0.61
18528,56759,60996,66923,73871,80600,0.0
18529,56760,64200,68853,79611,86693,-0.05
18530,56761,64887,71397,76345,83865,-0.14
18531,56762,62770,67330,75958,82867,0.03
18532,56763,59909,63585,73739,80307,0.14
18533,57001,52546,56029,66557,74820,1.11
18534,57002,73638,80409,83798,94789,1.96
18535,57003,82038,92509,100802,112590,1.81
18536,57004,63417,74845,80754,92331,0.96
18537,57005,90223,101600,106057,118125,1.8
18538,57006,56694,60307,71596,78164,1.0
18539,57010,68987,75000,93404,103285,0.64
18540,57012,55867,59768,67267,74226,0.22
18541,57013,59787,68402,80776,92153,1.6
18542,57014,51881,57026,68630,77382,0.4
18543,57015,61592,67121,76078,84352,0.34
18544,57016,101376,103492,112147,120193,1.03
18545,57017,77233,85219,96398,106313,0.86
18546,57018,70006,80217,95867,108909,0.97
18547,57020,103385,113686,116001,128987,1.48
18548,57021,60108,67505,77263,87786,0.24
18549,57022,74163,82947,92724,105400,1.28
18550,57024,55744,59740,70380,77853,0.27
18551,57025,64138,75409,76829,86127,1.29
18552,57026,63189,67970,78800,86985,0.4
18553,57027,62355,77571,109824,125484,1.42
18554,57028,57342,60015,73171,78967,0.36
18555,57029,58102,64346,70283,79086,-0.02
18556,57030,76691,83950,99544,113498,1.69
18557,57031,68132,75156,82045,92920,0.77
18558,57032,79084,83201,88326,96609,3.38
18559,57033,81682,92594,109558,124459,1.95
18560,57034,62556,70707,103989,118626,1.25
18561,57035,66324,76760,81682,94294,1.21
18562,57036,55423,62480,72073,81511,0.16
18563,57037,59769,64872,76555,85596,0.55
18564,57038,61853,66814,79624,88959,1.18
18565,57039,56663,62819,74208,84417,1.78
18566,57040,73726,77505,81464,91296,0.73
18567,57041,123734,137515,149917,162144,1.94
18568,57042,61936,65593,75312,81556,0.76
18569,57043,53180,55078,65492,72235,0.15
18570,57045,48690,53854,63748,72525,0.35
18571,57046,72951,77801,82363,92860,0.66
18572,57047,78848,84013,89706,98807,-0.18
18573,57048,64751,70793,79226,88613,0.17
18574,57049,87267,97736,115223,127318,1.83
18575,57050,55000,60840,80738,90134,1.16
18576,57051,55675,59393,72116,79511,-0.37
18577,57052,76471,85574,103326,114439,0.0
18578,57053,61595,66688,75755,84292,0.29
18579,57054,76560,81363,95338,103406,0.44
18580,57055,78322,85459,95008,106796,1.53
18581,57057,58382,56136,81197,90233,1.13
18582,57058,55206,58637,71110,79229,0.33
18583,57059,52710,57964,71644,81930,0.17
18584,57061,0,0,0,0,0.0
18585,57062,52527,52565,66041,69008,-0.09
18586,57063,64556,72630,72101,79738,0.32
18587,57064,79581,85252,92878,102404,3.39
18588,57065,80681,85083,112066,122823,0.21
18589,57066,52549,59364,65887,74798,0.15
18590,57067,66788,75616,80197,91805,0.68
18591,57068,80212,89019,109040,125011,1.42
18592,57069,51057,54821,73623,81768,0.58
18593,57070,49800,53469,60750,68108,0.22
18594,57071,63541,69225,78249,86640,1.58
18595,57072,77203,80838,88223,98542,0.33
18596,57073,57580,64164,79662,91299,0.43
18597,57075,89846,97581,114342,126557,1.14
18598,57076,73521,82418,83575,92261,0.64
18599,57077,74873,81078,84846,93955,2.15
18600,57078,54929,56916,73619,80159,0.38
18601,57103,60123,65946,81378,90514,1.12
18602,57104,42514,46905,56268,62188,1.23
